pH,Chlorine_Level,Turbidity,NPK_Ratio,Conductivity,Industrial_Waste,Lead_Concentration,Flow_Rate,Water_Pressure,Road_Segment_ID,Terminal_Point_A,Terminal_Point_B,Road_Level,Capacity,Speed_Limit,Pipe_Diameter,Pipe_Length,Pipe_Age,Temperature,Humidity,Barometric_Pressure,Wind_Speed,Weather,Toxication_Level,Water_Quality_Label
7.0,4.6,0.85,2.24,662.41,79.17,0.0072,170.36,41.84,1606,47,48,Local,951,70,1023.72,424.51,75,30.29,38.33,1019.34,27.66,Rainy,29.99,Safe
7.19,3.59,3.77,0.89,840.49,51.05,0.019,57.41,25.97,1492,77,65,Local,1992,30,1076.73,881.55,43,11.58,99.43,1013.26,10.39,Rainy,46.22,Safe
6.86,3.67,3.44,6.38,911.96,38.48,0.013,116.71,60.17,1760,7,89,Arterial,630,40,1098.59,682.52,73,18.14,23.48,1027.95,6.47,Sunny,22.4,Safe
8.32,0.61,0.67,2.78,269.28,84.38,0.0323,47.87,44.17,1723,34,32,Local,2443,70,617.98,242.58,91,17.4,61.4,1001.14,12.62,Rainy,82.77,Unsafe
7.67,1.26,2.51,2.13,647.37,29.75,0.046,103.43,40.51,1591,56,81,Collector,948,70,234.09,505.15,54,36.37,35.03,1012.29,25.69,Rainy,17.05,Safe
7.3,0.24,3.9,9.83,91.27,39.22,0.0083,62.58,99.88,1928,53,62,Collector,1268,50,1006.26,225.25,60,10.95,36.85,1048.11,35.4,Rainy,52.6,Unsafe
7.42,3.64,1.09,3.27,266.96,7.36,0.0095,26.49,35.83,1138,53,14,Local,683,60,1018.43,146.5,78,22.66,11.42,1001.08,16.7,Stormy,38.69,Safe
8.39,1.85,4.36,9.08,792.77,11.89,0.03,196.61,38.85,1929,81,58,Collector,997,40,718.03,781.68,11,16.43,36.97,990.7,16.28,Sunny,41.91,Safe
6.81,3.98,0.26,2.19,881.7,13.67,0.0227,96.98,46.71,1228,63,46,Collector,2783,60,946.77,432.64,38,42.13,84.3,981.03,22.63,Cloudy,76.52,Unsafe
7.67,1.83,3.91,8.28,262.04,34.7,0.0359,84.68,59.76,1438,30,85,Collector,2027,70,1100.36,65.33,54,37.72,33.94,996.5,19.59,Stormy,68.37,Unsafe
7.51,4.13,3.08,5.27,1145.65,52.41,0.0144,47.83,89.53,1228,68,67,Collector,2299,40,662.91,819.77,57,41.56,61.71,983.95,15.05,Cloudy,28.82,Safe
7.72,0.83,1.58,1.25,590.83,0.07,0.0272,104.12,34.11,1091,4,65,Collector,2954,50,657.93,936.84,77,16.92,79.21,1024.64,10.43,Rainy,63.79,Unsafe
6.54,1.03,3.6,7.47,1384.94,18.99,0.0193,130.69,69.28,1190,37,17,Collector,2202,60,1090.85,349.56,74,14.85,80.88,989.77,8.66,Rainy,31.29,Safe
8.24,1.84,3.91,8.97,612.11,17.57,0.0141,67.88,49.48,1005,39,86,Local,2045,50,675.93,500.67,79,8.65,95.85,1021.25,0.83,Rainy,3.88,Safe
8.36,2.16,4.67,2.05,267.23,25.33,0.0365,101.28,83.75,1811,36,39,Collector,1893,40,991.34,761.15,8,6.91,67.45,998.49,9.23,Rainy,94.86,Unsafe
7.63,1.87,1.84,7.39,1149.06,16.61,0.0398,55.05,68.15,1384,15,52,Local,1820,30,1005.52,46.43,24,17.16,96.88,990.06,47.86,Sunny,52.74,Unsafe
7.89,3.87,3.43,4.73,873.31,19.51,0.0164,110.27,83.61,1036,86,55,Arterial,574,40,416.69,917.64,33,3.32,23.34,1029.46,11.43,Sunny,78.3,Unsafe
8.34,0.67,3.01,7.66,610.7,98.39,0.0311,159.57,88.41,1981,75,95,Local,2494,40,1197.15,998.14,98,44.81,24.18,1049.07,27.98,Sunny,70.81,Unsafe
7.91,1.89,2.63,7.28,566.14,59.47,0.0089,21.44,92.97,1480,36,75,Arterial,1685,50,1015.73,510.18,79,3.72,56.53,1040.59,39.92,Cloudy,98.64,Unsafe
6.81,4.22,4.45,0.75,268.62,76.27,0.0395,108.39,99.65,1401,96,68,Local,845,50,893.96,538.47,47,32.58,83.68,1036.62,29.43,Sunny,64.67,Unsafe
7.65,0.52,0.02,2.2,544.21,81.93,0.0141,85.88,69.51,1101,19,19,Local,2325,60,494.03,523.76,43,36.69,87.0,1034.19,41.71,Stormy,96.18,Unsafe
7.71,4.72,1.41,4.97,92.55,66.77,0.0085,24.07,71.0,1092,16,95,Arterial,1587,30,241.55,825.96,41,42.96,50.29,1005.13,7.88,Cloudy,86.48,Unsafe
7.35,4.93,2.69,9.37,778.48,70.41,0.047,188.7,31.25,1486,74,27,Collector,632,40,441.99,529.54,75,10.07,96.99,992.41,45.36,Sunny,29.05,Safe
7.97,0.63,0.89,3.75,1350.25,63.23,0.0211,59.37,28.41,1385,81,18,Collector,2784,30,152.94,657.82,72,38.83,93.84,988.56,11.19,Stormy,98.74,Unsafe
8.37,1.6,4.54,6.47,1203.23,64.94,0.0322,117.28,59.01,1704,43,53,Local,779,30,1046.19,653.92,82,9.53,44.32,1022.01,43.77,Rainy,70.75,Unsafe
8.35,1.99,3.24,0.61,91.36,92.84,0.0405,80.8,75.5,1837,6,14,Arterial,2118,70,929.68,535.48,6,20.24,55.64,1034.01,15.78,Stormy,29.18,Safe
7.4,3.93,2.39,7.26,1327.83,18.57,0.0343,61.52,39.86,1751,97,5,Arterial,1720,30,326.04,926.51,14,23.89,52.37,1049.15,34.97,Cloudy,1.06,Safe
6.73,3.06,4.07,6.23,705.87,27.47,0.0282,110.16,46.17,1510,84,87,Collector,747,30,283.36,854.26,22,20.58,97.28,1015.31,9.15,Cloudy,0.44,Safe
8.47,3.29,2.25,7.3,326.79,9.33,0.0186,140.92,76.01,1666,14,37,Local,1641,50,337.05,80.54,65,3.04,82.36,1010.78,22.93,Cloudy,55.81,Unsafe
8.18,3.84,2.79,9.09,1141.0,83.73,0.0459,159.25,36.93,1873,28,42,Arterial,1690,30,529.97,414.39,80,44.47,56.69,1001.75,37.03,Rainy,3.14,Safe
6.75,0.77,0.01,1.89,518.17,44.88,0.0067,130.45,61.71,1270,6,48,Collector,2121,70,612.04,589.64,18,3.57,12.38,1007.98,29.38,Sunny,36.33,Safe
8.34,4.2,1.83,2.99,417.31,90.71,0.0442,110.0,63.09,1845,19,26,Local,1500,40,145.5,787.11,22,-1.73,13.07,1002.74,20.27,Stormy,56.2,Unsafe
8.24,3.59,0.69,9.96,283.91,41.17,0.0355,157.68,93.36,1991,6,75,Collector,2373,30,137.88,365.7,97,-4.78,31.58,1006.5,25.87,Rainy,12.59,Safe
7.54,2.97,3.45,1.98,755.6,44.26,0.0286,108.32,52.18,1394,5,27,Local,669,60,451.53,618.93,82,32.37,74.18,1032.02,24.2,Rainy,2.14,Safe
7.68,4.47,2.4,7.35,185.42,44.84,0.0162,195.1,36.84,1004,66,84,Collector,2277,60,775.23,442.61,24,-2.46,36.32,1011.19,31.8,Rainy,50.35,Unsafe
7.3,3.56,1.51,7.39,1189.14,61.25,0.0073,110.08,33.91,1338,48,78,Collector,1927,30,836.01,132.64,48,6.21,13.24,1022.6,27.11,Stormy,0.28,Safe
6.61,1.17,2.34,6.99,732.48,76.61,0.0222,70.28,43.45,1474,70,42,Arterial,984,40,830.27,995.02,40,21.15,72.0,1040.37,47.24,Rainy,12.74,Safe
7.17,2.26,1.05,2.66,698.12,35.13,0.0392,94.81,42.31,1109,14,37,Local,1394,60,650.01,682.13,47,5.98,61.12,1029.93,10.8,Sunny,78.2,Unsafe
8.11,2.57,4.63,2.54,52.69,63.02,0.0373,103.1,80.02,1376,78,28,Collector,1237,60,1151.05,301.63,95,36.45,91.04,986.02,17.89,Rainy,23.31,Safe
6.51,0.47,0.27,6.83,1235.9,20.4,0.0323,63.86,67.5,1576,94,41,Collector,771,50,920.55,659.68,97,18.81,91.64,1033.31,38.25,Rainy,19.72,Safe
7.17,4.78,4.33,2.27,764.61,55.4,0.0496,40.16,74.59,1110,45,62,Collector,700,60,610.08,280.96,6,39.48,99.51,1048.15,46.62,Rainy,57.52,Unsafe
7.3,0.82,2.56,6.78,687.85,54.66,0.0486,91.96,70.42,1040,40,69,Collector,2392,60,585.64,722.37,17,39.38,36.86,1033.21,49.21,Stormy,63.52,Unsafe
7.57,3.55,3.09,5.18,1154.01,88.87,0.02,180.44,58.5,1352,88,33,Arterial,2063,30,671.19,243.53,34,18.56,36.67,1026.83,49.84,Stormy,45.27,Safe
8.34,2.63,1.51,4.17,141.2,89.58,0.0096,58.55,94.26,1606,30,31,Collector,737,30,443.16,969.74,53,5.84,98.15,1004.57,40.97,Stormy,93.14,Unsafe
7.19,0.32,4.83,3.35,581.69,48.72,0.0232,78.75,85.39,1924,75,56,Arterial,1981,40,1083.54,549.71,84,13.25,97.53,1011.01,34.24,Stormy,3.02,Safe
7.19,4.64,1.41,9.5,884.81,2.46,0.0422,153.97,36.87,1614,78,90,Collector,762,40,645.59,806.8,68,39.27,28.17,1020.23,2.56,Stormy,94.19,Unsafe
7.98,4.29,2.94,5.33,717.84,84.46,0.0229,25.63,53.89,1511,22,7,Local,1887,60,793.3,709.23,24,36.22,51.93,1022.75,12.51,Cloudy,13.71,Safe
7.4,2.72,4.97,5.83,313.38,0.06,0.0168,166.76,43.03,1960,3,57,Arterial,2564,40,300.56,869.63,11,6.95,60.02,986.55,41.97,Sunny,95.4,Unsafe
6.95,1.3,4.41,9.52,483.95,47.83,0.0371,146.85,79.65,1764,29,34,Local,1232,40,356.74,837.37,43,19.64,92.44,987.83,44.97,Stormy,79.68,Unsafe
7.4,0.78,2.68,6.71,485.29,1.98,0.0325,114.46,47.56,1748,48,67,Local,2962,70,1121.13,69.48,22,31.74,21.09,982.41,39.28,Sunny,33.21,Safe
6.78,1.94,4.95,9.6,1488.36,35.26,0.0484,49.8,71.22,1373,8,88,Local,1762,50,111.12,302.67,49,10.4,34.9,1015.18,2.79,Rainy,25.7,Safe
6.85,1.43,3.51,1.51,522.99,63.68,0.0275,27.61,43.38,1639,49,71,Arterial,842,50,442.2,562.11,91,30.14,34.09,993.62,12.64,Sunny,79.56,Unsafe
7.5,2.63,1.04,8.54,347.51,37.12,0.0484,54.03,33.73,1794,7,46,Collector,1749,70,620.05,834.46,56,-0.19,93.63,995.66,19.1,Stormy,38.19,Safe
7.34,4.84,2.03,3.69,1242.82,92.69,0.0145,154.68,20.74,1700,24,28,Local,1874,70,433.67,877.37,29,21.53,24.4,1011.7,36.07,Stormy,94.12,Unsafe
8.33,2.96,1.67,8.2,660.7,64.08,0.0432,187.36,99.57,1040,5,45,Collector,1025,40,472.59,405.73,11,14.77,59.94,997.77,23.11,Cloudy,80.89,Unsafe
7.22,4.47,1.72,8.63,693.6,64.64,0.0175,150.2,37.56,1966,84,96,Collector,2732,60,1198.01,752.98,95,-1.9,66.54,1049.59,21.64,Rainy,37.44,Safe
7.66,3.32,3.8,3.08,845.89,37.44,0.0405,110.25,86.58,1059,64,60,Collector,2799,70,718.9,645.91,66,36.85,48.39,1021.9,45.77,Stormy,63.94,Unsafe
7.76,2.48,2.92,4.38,913.75,3.85,0.0463,190.63,85.77,1063,5,7,Collector,2485,40,646.56,917.62,64,9.25,11.28,990.27,29.53,Rainy,41.73,Safe
6.53,4.3,0.19,7.4,906.31,73.82,0.0312,167.43,38.88,1490,49,46,Arterial,2691,30,536.44,868.0,80,4.54,18.66,1011.1,8.0,Sunny,25.61,Safe
7.83,2.46,4.39,1.44,100.02,71.62,0.0364,134.61,53.25,1478,70,9,Collector,1320,50,943.76,254.16,82,23.83,41.47,1041.92,27.13,Stormy,72.28,Unsafe
6.86,4.37,1.48,7.68,1237.32,53.01,0.0479,17.2,86.89,1668,92,15,Collector,1897,70,881.08,349.66,12,39.41,85.59,1015.61,40.95,Rainy,50.02,Unsafe
8.42,1.6,4.99,1.55,332.54,41.63,0.0188,64.67,75.18,1874,15,55,Arterial,609,70,790.89,281.75,60,36.3,33.6,1035.96,45.23,Sunny,67.42,Unsafe
6.8,0.82,4.77,9.19,473.9,53.83,0.0256,68.56,49.59,1357,59,9,Arterial,2024,70,251.02,522.68,77,1.32,32.28,1004.45,31.42,Stormy,33.15,Safe
7.33,4.31,4.7,3.13,301.47,74.68,0.0449,75.98,95.93,1500,90,34,Collector,2860,50,186.62,76.69,62,15.72,99.44,983.69,2.84,Rainy,1.91,Safe
6.67,3.02,4.06,5.97,1162.26,71.28,0.0336,83.98,47.39,1108,21,57,Arterial,2380,70,614.96,367.48,94,42.49,85.44,1030.95,0.68,Sunny,23.28,Safe
8.49,4.47,1.1,1.61,896.3,65.81,0.0437,188.48,36.97,1194,85,4,Collector,922,40,969.12,925.29,82,4.21,29.47,1036.31,1.48,Stormy,83.46,Unsafe
7.5,4.7,2.66,3.06,1145.18,90.38,0.0309,150.96,31.74,1298,9,38,Collector,2726,50,130.35,768.21,5,22.0,26.33,1040.64,25.61,Sunny,76.12,Unsafe
7.69,0.46,1.12,4.34,997.43,60.99,0.037,141.47,76.11,1513,47,14,Local,1224,50,1082.22,337.92,94,-4.71,70.44,1028.7,17.31,Rainy,84.51,Unsafe
6.63,2.6,1.3,5.13,201.03,1.45,0.0007,91.04,22.32,1945,41,82,Local,689,60,1027.18,446.89,37,-0.26,58.48,1005.8,49.04,Cloudy,71.77,Unsafe
8.0,2.0,3.05,0.5,487.17,61.81,0.017,74.13,87.67,1520,56,41,Local,2960,70,286.86,713.77,3,8.43,19.1,1041.01,43.34,Cloudy,46.63,Safe
6.92,3.2,0.2,8.94,785.53,61.26,0.0385,32.72,44.34,1700,74,68,Collector,2555,40,523.34,933.13,65,7.04,21.26,1033.83,36.58,Rainy,87.73,Unsafe
8.3,4.01,4.85,0.57,492.17,6.96,0.0202,96.16,49.58,1230,48,3,Arterial,2259,70,121.08,774.11,99,22.94,58.59,999.59,9.33,Cloudy,70.54,Unsafe
6.91,1.55,4.59,7.85,350.59,42.77,0.0181,49.02,84.15,1989,62,83,Collector,2748,40,103.11,980.06,8,4.95,58.77,1030.98,32.61,Stormy,32.19,Safe
6.88,2.87,1.9,4.97,1311.23,65.11,0.0476,84.29,85.13,1461,89,27,Local,647,30,528.81,992.52,8,26.11,76.61,1001.92,2.07,Stormy,7.83,Safe
6.57,3.6,2.58,5.48,1134.29,70.45,0.0276,39.71,52.0,1559,85,94,Collector,2798,70,425.85,200.11,36,38.77,34.63,1039.82,48.98,Rainy,10.12,Safe
7.44,0.85,2.33,2.48,550.57,89.3,0.0096,75.36,64.31,1211,98,13,Arterial,2762,50,976.72,35.59,11,35.79,47.24,1019.87,14.41,Sunny,40.48,Safe
7.63,4.11,4.41,6.27,1159.27,84.14,0.0236,18.17,74.34,1525,31,97,Arterial,2043,60,363.52,839.4,10,31.17,98.08,982.21,25.92,Stormy,11.63,Safe
6.63,3.11,3.44,5.6,959.93,11.66,0.0259,11.14,75.09,1374,66,68,Collector,1460,70,948.25,893.63,17,0.5,93.01,1037.3,44.14,Sunny,95.87,Unsafe
8.05,4.76,1.39,2.06,55.49,60.88,0.0494,175.28,62.72,1085,16,35,Arterial,2719,50,401.06,458.96,36,7.03,65.73,984.56,1.15,Rainy,36.85,Safe
7.41,1.83,2.23,2.76,601.38,59.65,0.0359,131.84,87.53,1282,35,19,Arterial,628,50,685.88,74.0,41,11.63,77.73,980.47,2.13,Stormy,17.48,Safe
7.55,0.72,2.14,1.14,471.21,30.37,0.026,121.66,87.32,1206,49,44,Local,577,60,1032.37,178.4,30,28.02,90.22,1006.76,1.3,Stormy,73.09,Unsafe
7.38,2.63,4.8,1.13,365.97,18.41,0.0216,107.62,87.9,1281,31,32,Local,887,30,238.37,124.83,77,10.08,60.98,991.62,5.47,Stormy,59.15,Unsafe
7.3,0.61,0.88,0.63,414.8,19.95,0.0458,148.08,41.46,1270,76,45,Collector,1822,30,451.76,185.86,74,-3.81,97.65,996.35,1.23,Cloudy,60.81,Unsafe
7.62,4.85,0.45,2.59,1416.43,17.75,0.0323,149.87,40.55,1350,54,69,Collector,978,50,883.7,90.77,45,33.7,34.0,1007.17,32.42,Rainy,42.44,Safe
6.81,0.39,4.4,6.96,755.16,80.63,0.0178,187.7,31.19,1906,23,81,Arterial,2572,30,291.05,125.69,3,39.81,25.35,984.99,49.07,Stormy,98.79,Unsafe
6.86,3.82,4.48,3.5,1279.18,14.84,0.0232,56.44,86.11,1397,17,99,Arterial,2931,70,130.27,709.58,96,29.78,57.37,1005.48,42.91,Cloudy,48.43,Safe
8.22,2.72,4.36,3.76,360.61,26.44,0.0139,159.19,24.85,1771,14,81,Arterial,767,40,1175.87,43.12,18,11.71,48.34,997.95,47.22,Rainy,7.6,Safe
8.39,1.97,2.55,1.75,302.89,21.78,0.048,198.32,30.82,1738,97,81,Collector,1733,30,448.13,865.33,36,27.3,52.9,991.06,21.79,Rainy,27.49,Safe
7.25,0.52,3.3,5.97,1338.74,71.29,0.0351,15.51,94.1,1954,48,25,Local,1305,40,1060.4,835.12,19,30.87,18.68,1025.25,49.66,Sunny,49.99,Safe
7.04,3.19,2.82,3.75,768.77,15.84,0.0196,81.06,30.01,1863,48,72,Arterial,1630,40,303.65,622.6,96,2.97,97.32,1031.32,7.14,Cloudy,61.16,Unsafe
7.79,3.01,0.35,6.93,1347.97,2.41,0.0092,92.85,29.7,1803,6,92,Collector,2805,50,659.51,918.04,36,37.03,60.23,1018.89,38.57,Stormy,54.2,Unsafe
7.32,1.55,2.98,7.54,141.39,37.42,0.0089,166.15,92.73,1305,23,51,Collector,1204,30,1048.17,98.41,4,32.04,86.57,1008.92,41.14,Rainy,51.83,Unsafe
6.55,4.57,0.07,6.05,1378.83,30.51,0.0239,12.61,44.81,1031,48,62,Collector,1350,40,121.29,263.2,69,21.09,71.48,1020.94,34.17,Stormy,2.4,Safe
6.81,1.66,1.62,3.12,652.4,39.77,0.0234,123.74,90.51,1634,49,83,Collector,2276,30,916.92,485.46,45,1.55,26.22,989.1,10.97,Cloudy,32.35,Safe
7.93,2.36,4.66,5.33,275.29,75.38,0.0209,179.59,50.21,1333,61,8,Collector,2532,50,202.54,145.29,46,36.21,47.31,1020.75,23.14,Rainy,71.99,Unsafe
7.82,2.81,1.52,2.89,1040.9,1.24,0.0426,38.05,49.89,1609,31,73,Local,2418,70,312.36,630.29,96,12.58,13.62,1015.82,8.81,Stormy,48.92,Safe
6.55,0.68,4.7,9.08,1205.51,3.77,0.049,31.96,30.81,1755,5,18,Arterial,666,50,458.6,834.97,71,4.01,54.79,990.08,40.61,Sunny,30.89,Safe
6.94,4.67,1.25,7.78,118.69,25.56,0.0177,199.96,93.49,1954,67,54,Arterial,615,40,390.16,850.73,8,44.6,25.72,1029.14,27.26,Sunny,28.7,Safe
6.96,2.0,1.57,5.18,1481.43,88.92,0.0147,166.93,80.93,1962,38,44,Arterial,1442,50,479.47,308.07,67,25.52,10.95,1030.66,49.3,Sunny,79.82,Unsafe
7.84,0.59,3.14,9.67,1060.69,16.91,0.0385,142.51,38.05,1292,28,67,Collector,824,30,849.61,158.5,59,34.64,75.18,1018.18,26.77,Cloudy,22.16,Safe
6.54,2.06,3.81,5.69,516.03,99.7,0.0225,85.81,78.22,1944,31,91,Local,1352,70,330.38,780.39,52,1.83,88.95,997.28,12.86,Cloudy,38.4,Safe
6.71,3.08,2.51,3.62,269.38,80.57,0.0109,172.25,28.3,1790,58,34,Collector,666,70,755.16,360.97,96,25.92,66.76,1046.94,15.14,Stormy,33.97,Safe
8.1,2.67,4.41,1.41,619.17,45.61,0.009,185.33,61.9,1419,54,16,Collector,1195,70,734.2,657.3,36,31.7,25.27,1036.42,41.34,Rainy,0.57,Safe
6.86,3.53,0.2,5.67,369.82,74.79,0.014,149.16,40.34,1341,17,55,Local,2578,70,328.68,88.31,98,8.8,42.11,997.36,7.09,Cloudy,56.49,Unsafe
7.81,0.47,4.61,8.67,766.52,51.88,0.0001,85.64,88.05,1945,22,48,Local,2805,70,141.66,494.26,58,2.48,23.71,1011.65,1.81,Rainy,35.48,Safe
6.98,1.57,0.98,8.73,1183.74,56.6,0.0471,120.87,60.89,1755,64,30,Local,1571,60,338.57,305.79,97,32.87,36.57,998.68,26.56,Sunny,54.86,Unsafe
6.7,4.13,4.42,6.24,1007.19,58.08,0.0215,28.72,93.7,1500,13,59,Arterial,539,50,797.37,681.25,88,8.57,53.56,1022.39,17.06,Sunny,58.13,Unsafe
6.99,0.58,2.0,4.24,682.11,64.87,0.0041,40.02,66.81,1885,44,36,Arterial,1042,30,342.71,615.16,20,24.46,41.86,1044.32,35.65,Cloudy,13.27,Safe
7.94,4.31,4.16,6.68,222.47,6.08,0.0082,158.78,60.32,1619,85,74,Local,2157,70,294.83,458.98,75,33.96,78.78,1013.88,23.53,Cloudy,74.47,Unsafe
8.21,0.64,3.36,7.74,1437.88,61.65,0.0162,15.57,75.51,1512,47,23,Collector,2106,40,1127.41,933.38,39,1.03,48.22,985.78,30.3,Rainy,62.72,Unsafe
8.16,4.21,0.88,4.41,442.04,71.69,0.0276,19.35,82.72,1253,85,93,Arterial,2606,60,1152.36,549.85,2,21.5,20.67,1033.65,21.88,Cloudy,80.01,Unsafe
7.29,1.93,4.59,5.02,452.86,31.07,0.0352,106.52,21.22,1126,6,57,Local,2707,70,509.37,23.83,47,33.23,61.88,1034.71,2.21,Sunny,32.94,Safe
7.84,3.14,1.23,6.97,985.98,97.86,0.0154,42.4,61.78,1227,10,95,Local,2576,50,943.81,529.3,65,2.4,52.46,1039.82,3.54,Rainy,37.52,Safe
6.91,0.93,1.22,8.83,1167.24,14.44,0.0479,65.8,82.06,1305,58,40,Arterial,2235,40,132.51,70.66,46,-2.01,32.22,1021.37,24.98,Stormy,12.39,Safe
7.09,0.52,4.07,8.01,1477.02,91.04,0.038,85.78,52.6,1781,40,49,Local,979,70,1090.37,961.43,71,11.78,64.19,1042.52,45.43,Rainy,10.49,Safe
8.29,1.24,0.53,0.71,1455.29,67.64,0.0413,109.23,23.61,1569,14,95,Local,1901,40,447.74,744.35,14,36.6,35.16,1031.51,11.39,Sunny,42.95,Safe
6.53,0.81,1.11,1.68,1374.95,66.43,0.0162,63.87,21.4,1208,23,81,Collector,2032,50,930.88,17.48,67,6.16,67.7,1032.63,11.96,Stormy,16.81,Safe
6.67,1.7,2.52,8.6,681.2,87.6,0.019,101.87,83.51,1252,71,5,Arterial,2778,60,804.17,492.92,80,8.01,31.68,1005.57,35.31,Cloudy,83.05,Unsafe
6.92,2.67,4.15,8.42,291.67,83.17,0.0269,80.43,35.85,1765,88,34,Local,1095,70,513.44,943.85,60,-2.26,11.23,1019.45,47.91,Sunny,76.95,Unsafe
6.55,3.03,0.74,4.19,897.48,34.54,0.0226,25.4,33.99,1654,15,25,Collector,1154,70,138.18,800.33,56,7.88,83.7,1036.96,42.49,Rainy,50.08,Unsafe
6.86,3.99,2.74,6.05,75.02,70.54,0.013,174.75,43.16,1314,87,88,Collector,794,30,757.87,280.35,49,22.01,60.65,1000.95,23.66,Stormy,5.56,Safe
7.67,3.35,3.56,9.11,334.56,5.06,0.0499,63.46,28.17,1602,5,77,Arterial,1051,50,132.76,679.91,58,35.63,61.44,1024.85,22.88,Cloudy,61.92,Unsafe
7.34,3.12,4.3,9.16,53.67,46.4,0.0424,125.78,24.26,1255,41,75,Arterial,1913,30,1153.26,770.07,95,3.99,10.34,1045.68,7.86,Stormy,88.81,Unsafe
8.29,2.18,4.68,7.94,311.78,93.78,0.0119,118.26,89.78,1120,20,40,Arterial,2982,60,543.16,652.34,16,9.38,24.1,1037.18,16.19,Cloudy,22.26,Safe
8.13,2.47,3.92,2.49,738.4,27.41,0.0446,47.84,44.22,1238,52,18,Collector,2263,30,384.67,897.28,66,8.82,47.12,1030.38,6.45,Stormy,28.9,Safe
7.18,2.19,3.26,7.44,620.32,5.0,0.0293,15.69,66.59,1720,10,95,Collector,2910,30,289.53,241.79,21,23.58,96.89,995.46,22.99,Cloudy,80.48,Unsafe
7.02,4.24,2.17,1.46,585.48,58.29,0.0006,172.82,88.62,1641,87,2,Arterial,1083,70,135.58,749.07,98,22.12,75.04,1013.78,46.53,Cloudy,92.73,Unsafe
7.26,1.3,0.56,8.99,1254.88,35.51,0.0173,104.56,98.2,1600,27,22,Arterial,2978,40,864.41,607.65,48,13.52,22.58,1013.65,22.95,Cloudy,42.38,Safe
7.68,0.23,3.55,1.92,1028.74,37.97,0.0013,88.75,75.08,1327,51,78,Local,1155,30,1189.19,966.35,10,39.52,50.56,1026.44,48.57,Stormy,35.77,Safe
7.04,3.33,4.96,6.79,1407.83,58.25,0.0044,154.95,96.01,1958,60,78,Arterial,2986,70,577.95,687.09,73,33.02,58.76,1003.06,22.56,Stormy,96.34,Unsafe
7.75,1.17,3.68,6.3,695.74,62.16,0.0089,16.3,53.88,1265,95,11,Arterial,736,40,860.34,438.98,78,21.09,46.06,1016.06,23.43,Sunny,64.68,Unsafe
7.32,4.47,0.08,7.88,444.73,43.73,0.0242,155.39,83.16,1155,6,36,Arterial,2806,30,607.12,124.94,16,25.0,25.28,983.7,37.42,Stormy,57.48,Unsafe
7.6,4.32,2.48,5.74,227.89,50.75,0.0191,87.69,95.01,1121,77,9,Collector,2060,30,515.37,640.28,29,9.86,68.77,985.23,18.44,Rainy,67.06,Unsafe
7.37,0.57,3.07,1.07,1024.44,99.33,0.0074,114.81,24.25,1697,28,68,Arterial,2968,30,467.07,958.66,64,43.74,54.0,994.68,18.95,Cloudy,74.25,Unsafe
7.09,0.71,3.45,7.21,1270.52,95.71,0.0197,152.96,45.4,1931,16,32,Arterial,2677,50,1079.19,338.77,83,9.82,94.9,1031.28,39.85,Rainy,86.92,Unsafe
8.4,2.58,3.6,4.14,316.42,70.73,0.0152,113.89,79.22,1369,17,56,Arterial,2294,30,924.42,660.78,86,26.54,73.49,1002.57,39.44,Sunny,40.2,Safe
8.03,3.12,2.79,3.54,1324.19,16.15,0.0205,21.74,45.22,1487,46,52,Arterial,2911,30,1037.63,788.08,88,36.41,21.9,983.77,37.19,Rainy,42.06,Safe
6.78,1.52,1.12,9.92,813.1,36.0,0.0086,148.43,21.36,1930,95,14,Local,825,50,161.0,876.51,60,44.07,35.35,1022.71,28.47,Cloudy,37.87,Safe
8.24,3.64,4.71,6.11,258.92,88.31,0.0305,159.4,84.56,1249,10,94,Collector,2899,50,466.49,767.82,17,32.31,50.88,1020.66,42.89,Sunny,69.23,Unsafe
7.47,3.06,3.48,7.25,982.15,42.36,0.0022,97.76,33.18,1079,31,55,Local,1838,60,289.92,420.59,38,-2.34,60.27,1042.05,42.09,Cloudy,37.0,Safe
8.29,1.76,1.18,5.5,804.08,95.54,0.0194,93.42,45.67,1720,59,52,Arterial,1809,70,246.92,18.27,9,4.76,61.01,1030.02,49.52,Rainy,69.34,Unsafe
8.1,0.32,1.61,7.81,90.87,48.83,0.0447,57.87,92.85,1113,39,97,Local,2131,40,1064.06,593.29,64,26.58,50.8,988.06,46.31,Cloudy,61.27,Unsafe
7.35,3.8,4.61,7.64,628.9,86.18,0.021,132.39,36.71,1051,6,14,Arterial,2195,40,1072.45,556.98,50,3.24,88.83,1032.92,48.93,Rainy,82.4,Unsafe
6.54,1.23,4.44,6.74,1187.94,3.54,0.0221,177.58,91.58,1576,84,95,Local,2765,70,707.69,428.65,94,22.75,45.21,1021.98,46.84,Cloudy,2.06,Safe
7.04,4.21,2.03,9.98,855.36,43.42,0.0034,134.63,53.8,1597,49,95,Local,2947,30,348.21,637.18,53,31.08,79.64,1006.72,39.88,Sunny,10.96,Safe
7.58,2.22,0.19,4.87,458.96,70.03,0.0303,156.55,93.45,1195,21,63,Arterial,2456,40,1171.07,51.5,58,32.27,41.48,1035.17,30.86,Sunny,41.61,Safe
